purchase_order_id,po_item,material_id,material_desc,category,supplier_id,supplier_name,supplier_country,incoterm,currency,price_per_unit,quantity,unit,plant,order_date,promised_date,delivery_date,projected_usd_per_kg,fx_pen_per_usd_at_order,qty_kg,unit_cost_usd_per_kg,total_cost_usd,lead_time_plan_days,lead_time_actual_days,cost_deviation_pct_vs_projection,supplier_type,supplier_country_code,supplier_country_risk_score,supplier_country_risk_band
45020250085,10,MAT002,Trigo Duro,Cereales,SUP011,Pacifica Oils,Ecuador,CIF,USD,1.3708,10685.999902133648,KG,LIM01,2025-08-24,2025-09-04,2025-09-04,1.4521369374005046,3.429,10685.999902133648,1.3708,14648.368665844804,11,11,-5.60118920644683,Internacional,ECU,52,Medio
45020250086,10,MAT001,Aceite de Soya Crudo,Oleaginosas,SUP014,Baltic Grain,Lituania,CIF,USD,1.4043,12955.504548956053,KG,BOL01,2025-09-14,2025-09-27,2025-09-27,1.2602950050872943,3.565,12955.504548956053,1.4043,18193.415038098985,13,13,11.426292600654344,Internacional,LTU,22,Bajo
45020250087,10,MAT011,Leche en Polvo,Lácteos,SUP008,SunCo BV,Países Bajos,CFR,PEN,5.16,17719.385020560898,KG,LIM01,2025-05-02,2025-05-24,2025-05-31,1.128752568934569,3.844,17719.385020560898,1.3423517169614985,23785.64690585178,22,29,18.92346949239247,Internacional,NLD,12,Muy Bajo
45020250088,10,MAT006,Azúcar Refinada,Endulzantes,SUP013,Caspian Traders,Turquía,CFR,USD,1.945,24722.98896130114,KG,ARE01,2025-02-14,2025-03-16,2025-03-23,1.6439800721363473,3.798,24722.98896130114,1.945,48086.21352973072,30,37,18.31043654151344,Internacional,TUR,60,Medio
45020250089,10,MAT010,Salsa Base Tomate,Ingredientes,SUP002,Pacífico Trading,Perú,DAP,PEN,4405.39,11.390027301316442,TM,LIM01,2025-03-13,2025-04-07,2025-04-04,1.306072349854231,3.865,11390.027301316442,1.1398163001293662,12982.538776958976,25,22,-12.729467073046946,Local,PER,45,Medio
45020250090,10,MAT004,Detergente Base LABSA,Químicos,SUP012,Andes Packaging,Perú,CFR,USD,1.1411,19003.595608348278,KG,LIM01,2025-08-28,2025-10-05,2025-10-03,1.3192049323327053,3.553,19003.595608348278,1.1411,21685.00294868622,38,36,-13.500929837926575,Local,PER,45,Medio
45020250091,10,MAT011,Leche en Polvo,Lácteos,SUP014,Baltic Grain,Lituania,CFR,USD,1.7077,19348.378783472454,KG,BOL01,2025-03-21,2025-04-02,2025-04-01,1.5445462132042962,3.853,19348.378783472454,1.7077,33041.22644853591,12,11,10.563218206156941,Internacional,LTU,22,Bajo
45020250092,10,MAT007,Sal Industrial,Minerales,SUP009,Carioca Foods,Brasil,FOB,PEN,4.28,22108.134890411045,KG,CHI01,2025-05-01,2025-05-17,2025-05-17,1.1496862651700441,4.029,22108.134890411045,1.0622983370563417,23485.43492950094,16,16,-7.601023928104189,Internacional,BRA,40,Bajo
45020250093,10,MAT007,Sal Industrial,Minerales,SUP014,Baltic Grain,Lituania,CFR,PEN,4.28,15122.243609598934,KG,ECU01,2025-07-12,2025-07-31,2025-07-29,1.1766492272340066,3.682,15122.243609598934,1.162411732753938,17578.273397361063,19,17,-1.2100033000945503,Internacional,LTU,22,Bajo
45020250094,10,MAT008,Aceite de Girasol Crudo,Oleaginosas,SUP011,Pacifica Oils,Ecuador,CFR,USD,1361.9163,18.630145165195707,TM,ARE01,2025-04-26,2025-05-29,2025-06-01,1.542317527267543,3.997,18630.145165195707,1.3619163,25372.69837184623,33,36,-11.696763090487071,Internacional,ECU,52,Medio
45020250095,10,MAT009,Cartón Corrugado,Empaques,SUP010,Litoral Químicos,Perú,CFR,PEN,1868.77,13.359404144000289,TM,ECU01,2025-03-13,2025-04-05,2025-04-05,0.6209762010568085,3.823,13359.40414400029,0.48882291394193045,6530.382862198122,23,23,-21.28153814751241,Local,PER,45,Medio
45020250096,10,MAT004,Detergente Base LABSA,Químicos,SUP006,Altai Oils,Kazajistán,CIF,PEN,5930.74,15.92183353587832,TM,LIM01,2025-02-15,2025-03-05,2025-03-07,1.737735870671673,3.909,15921.83353587832,1.5172013302634946,24156.62702086851,18,20,-12.690912590930001,Internacional,KAZ,55,Medio
45020250097,10,MAT008,Aceite de Girasol Crudo,Oleaginosas,SUP013,Caspian Traders,Turquía,FOB,PEN,4298.79,11.318634417308322,TM,BOL01,2025-02-06,2025-03-02,2025-03-09,1.2570816862707352,4.071,11318.634417308322,1.0559543109801033,11951.960807364492,24,31,-15.999547005357895,Internacional,TUR,60,Medio
45020250098,10,MAT006,Azúcar Refinada,Endulzantes,SUP008,SunCo BV,Países Bajos,CFR,USD,1498.9806,14.837628380412724,TM,ARE01,2025-02-03,2025-03-08,2025-03-14,1.5070133913497958,3.909,14837.628380412723,1.4989806,22241.317092248093,33,39,-0.533027204396701,Internacional,NLD,12,Muy Bajo
45020250099,10,MAT005,Harina de Trigo 000,Cereales,SUP013,Caspian Traders,Turquía,FOB,PEN,4577.47,15.595619646831388,TM,CHI01,2025-06-09,2025-06-24,2025-07-03,1.3294996736035118,3.736,15595.619646831388,1.2252328693790149,19108.26580963096,15,24,-7.842559595512304,Internacional,TUR,60,Medio
45020250100,10,MAT004,Detergente Base LABSA,Químicos,SUP009,Carioca Foods,Brasil,DAP,PEN,6.06,14551.346150441907,KG,LIM01,2025-06-25,2025-08-05,2025-08-12,1.63630803792414,3.779,14551.346150441907,1.6035988356708124,23334.5217442916,41,48,-1.9989636116939942,Internacional,BRA,40,Bajo
45020250101,10,MAT004,Detergente Base LABSA,Químicos,SUP009,Carioca Foods,Brasil,FOB,PEN,5979.58,12.764637040660677,TM,ECU01,2025-03-06,2025-04-05,2025-04-09,1.3026336676973116,3.962,12764.637040660677,1.5092327107521455,19264.80776264356,30,34,15.860103126310458,Internacional,BRA,40,Bajo
45020250102,10,MAT005,Harina de Trigo 000,Cereales,SUP002,Pacífico Trading,Perú,CFR,USD,1530.4892,23.13700669732343,TM,ARE01,2025-03-01,2025-03-30,2025-04-06,1.2352394456737361,3.883,23137.006697323428,1.5304891999999999,35410.93887058117,29,36,23.90222845945677,Local,PER,45,Medio
45020250103,10,MAT010,Salsa Base Tomate,Ingredientes,SUP011,Pacifica Oils,Ecuador,DAP,PEN,7683.9,8.94973575155483,TM,CHI01,2025-04-25,2025-06-05,2025-06-07,1.8327561678895177,3.875,8949.73575155483,1.9829419354838709,17746.80633325733,41,43,8.194530741495052,Internacional,ECU,52,Medio
45020250104,10,MAT009,Cartón Corrugado,Empaques,SUP012,Andes Packaging,Perú,CFR,PEN,3185.81,24.83063735687795,TM,CHI01,2025-05-18,2025-06-30,2025-06-27,0.8630417918150222,3.792,24830.63735687795,0.8401397679324895,20861.205906623243,43,40,-2.65364019445322,Local,PER,45,Medio
45020250105,10,MAT005,Harina de Trigo 000,Cereales,SUP005,La Mancha Mills,España,CFR,USD,1.2699,20301.63602389847,KG,ARE01,2025-07-30,2025-08-06,2025-08-10,1.1824008610491603,3.922,20301.63602389847,1.2699,25781.047586748668,7,11,7.400124765910652,Internacional,ESP,20,Muy Bajo
45020250106,10,MAT012,Polipropileno (PP),Empaques,SUP002,Pacífico Trading,Perú,CIF,USD,1.412,15593.32084861998,KG,BOL01,2025-03-06,2025-04-07,2025-04-07,1.4968118382458524,3.867,15593.32084861998,1.412,22017.769038251412,32,32,-5.666165651471957,Local,PER,45,Medio
45020250107,10,MAT008,Aceite de Girasol Crudo,Oleaginosas,SUP012,Andes Packaging,Perú,CIF,USD,648.2838,16.893196619190178,TM,CHI01,2025-07-21,2025-08-25,2025-08-29,0.7388179342487948,3.825,16893.196619190177,0.6482838000000001,10951.585698435763,35,39,-12.253916702881178,Local,PER,45,Medio
45020250108,10,MAT004,Detergente Base LABSA,Químicos,SUP005,La Mancha Mills,España,FOB,PEN,4.62,14147.951713825089,KG,CHI01,2025-08-21,2025-08-29,2025-08-29,1.2533091682004176,3.435,14147.951713825089,1.3449781659388647,19028.686147852084,8,8,7.314156799002064,Internacional,ESP,20,Muy Bajo
45020250109,10,MAT009,Cartón Corrugado,Empaques,SUP012,Andes Packaging,Perú,FOB,USD,1295.0965,16.364778774316946,TM,ARE01,2025-01-22,2025-01-31,2025-02-09,1.2250413548761374,3.705,16364.778774316947,1.2950965,21193.96771389217,9,18,5.718594302552821,Local,PER,45,Medio
45020250110,10,MAT005,Harina de Trigo 000,Cereales,SUP009,Carioca Foods,Brasil,FOB,USD,1272.459,17.434092735746418,TM,ARE01,2025-07-03,2025-08-03,2025-08-05,1.284777934940398,3.562,17434.092735746417,1.272459,22184.16820843515,31,33,-0.9588376796780471,Internacional,BRA,40,Bajo
45020250111,10,MAT005,Harina de Trigo 000,Cereales,SUP010,Litoral Químicos,Perú,CFR,PEN,4287.69,21.298529264402028,TM,ECU01,2025-02-18,2025-03-19,2025-03-24,1.2202428733499686,3.857,21298.529264402026,1.111664506092818,23676.81901521491,29,34,-8.89809476691039,Local,PER,45,Medio
45020250112,10,MAT001,Aceite de Soya Crudo,Oleaginosas,SUP003,Rio Plata Commodities,Argentina,FOB,USD,1503.4538,17.426516415315703,TM,CHI01,2025-07-29,2025-08-15,2025-08-24,1.3807109401872575,3.816,17426.516415315702,1.5034538,26199.962325368768,17,26,8.889830321478847,Internacional,ARG,68,Alto
45020250113,10,MAT008,Aceite de Girasol Crudo,Oleaginosas,SUP007,Danube Agro,Rumanía,CIF,USD,1.0164,10328.804679260202,KG,LIM01,2025-03-12,2025-03-21,2025-03-20,1.0241163883559319,3.887,10328.804679260202,1.0164,10498.19707600007,9,8,-0.7534679108416026,Internacional,ROU,30,Bajo
45020250114,10,MAT010,Salsa Base Tomate,Ingredientes,SUP013,Caspian Traders,Turquía,FOB,USD,1.0479,12627.435331904806,KG,CHI01,2025-07-09,2025-08-20,2025-08-18,1.0820380650596986,3.789,12627.435331904806,1.0479,13232.289484303046,42,40,-3.154978199201804,Internacional,TUR,60,Medio
45020250115,10,MAT007,Sal Industrial,Minerales,SUP009,Carioca Foods,Brasil,DAP,PEN,4.91,27359.045380277348,KG,BOL01,2025-04-21,2025-05-17,2025-05-23,1.2926270465049123,3.913,27359.045380277348,1.254791719907999,34329.90360775921,26,32,-2.927010284924405,Internacional,BRA,40,Bajo
45020250116,10,MAT008,Aceite de Girasol Crudo,Oleaginosas,SUP015,Andina Ingredientes,Perú,FOB,PEN,4361.58,25.383556629295118,TM,CHI01,2025-01-05,2025-01-23,2025-01-27,1.0386698837556079,3.867,25383.55662929512,1.1278975950349108,28630.052475614433,18,22,8.59057460650295,Local,PER,45,Medio
45020250117,10,MAT012,Polipropileno (PP),Empaques,SUP010,Litoral Químicos,Perú,CFR,USD,1.4326,18853.493910473815,KG,LIM01,2025-02-14,2025-02-22,2025-02-28,1.5669058902009763,3.911,18853.493910473815,1.4326,27009.51537614479,8,14,-8.571407577244456,Local,PER,45,Medio
45020250118,10,MAT002,Trigo Duro,Cereales,SUP011,Pacifica Oils,Ecuador,FOB,USD,1.0077,20240.147888086263,KG,ARE01,2025-02-12,2025-03-13,2025-03-13,1.1333958734981413,3.938,20240.147888086263,1.0077,20395.997026824527,29,29,-11.090200382518631,Internacional,ECU,52,Medio
45020250119,10,MAT001,Aceite de Soya Crudo,Oleaginosas,SUP003,Rio Plata Commodities,Argentina,CFR,PEN,4832.89,12.645891711122319,TM,ECU01,2025-04-02,2025-05-11,2025-05-08,1.4348315064187258,3.811,12645.891711122318,1.2681422198897927,16036.789187028586,39,36,-11.617342230307026,Internacional,ARG,68,Alto
